0,0,0,1,240000
0,0,1,1,240000
1000,1,iperf3 -c 10.0.0.2 -t 236 -i 0.1 -J --logfile sv-test-c.log &
0,5,1,0,30,90,2,1500,1,2000,82,2,4000,46
7899,2,0,1,172,4,3,0
14366,2,0,2,189,0,0,0
25401,2,0,2,174,3,1,0
26440,2,0,2,185,5,1,0
45762,2,0,1,171,0,0,0
72587,2,0,1,230,0,0,0
74099,2,0,1,178,0,0,0
81998,2,0,1,183,0,0,0
82659,2,0,1,213,0,0,0
86383,2,0,1,157,4,3,0
95935,2,0,2,271,0,0,0
105864,2,0,2,189,0,0,0
106658,2,0,2,169,3,1,0
124456,2,0,1,161,0,0,0
145723,2,0,1,208,0,0,0
146434,2,0,1,193,0,0,0
147407,2,0,1,246,0,0,0
151265,2,0,1,205,1,62,0
159164,2,0,1,178,0,0,0
164486,2,0,1,191,0,0,0
168615,2,0,1,156,0,0,0
176129,2,0,2,224,0,0,0
184008,2,0,2,169,1,13,0
185118,2,0,2,178,1,13,0
200874,2,0,1,169,2,9,0
220912,2,0,1,223,0,0,0
221949,2,0,1,233,0,0,0
225841,2,0,1,180,4,3,0
